CityId,DistrictId,CityName,DistrictName,WheatAreaDefault,WheatProfitDefault,WheatYieldDefault,BarleyAreaDefault,BarleyProfitDefault,BarleyYieldDefault,OatAreaDefault,OatProfitDefault,OatYieldDefault,CottonAreaDefault,CottonProfitDefault,CottonYieldDefault,SoybeanAreaDefault,SoybeanProfitDefault,SoybeanYieldDefault,TomatoAreaDefault,TomatoProfitDefault,TomatoYieldDefault,CanolaAreaDefault,CanolaProfitDefault,CanolaYieldDefault,PotatoAreaDefault,PotatoProfitDefault,PotatoYieldDefault,SugarbeetAreaDefault,SugarbeetProfitDefault,SugarbeetYieldDefault,OnionAreaDefault,OnionProfitDefault,OnionYieldDefault,BeanAreaDefault,BeanProfitDefault,BeanYieldDefault,LentilAreaDefault,LentilProfitDefault,LentilYieldDefault,ChickpeaAreaDefault,ChickpeaProfitDefault,ChickpeaYieldDefault,PeanutAreaDefault,PeanutProfitDefault,PeanutYieldDefault,RiceAreaDefault,RiceProfitDefault,RiceYieldDefault,CornAreaDefault,CornProfitDefault,CornYieldDefault,SunflowerAreaDefault,SunflowerProfitDefault,SunflowerYieldDefault
9,319,AYDIN,GERMENCİK,12530,-2455629,3658760,1940,-665808,514100,0,0,0,70340,205038286,34747960,0,0,0,90,-20633,651960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-4431,56460,600,525192,175200
38,320,KAYSERİ,YAHYALI,70290,-13775434,20524680,41720,-14318304,11055800,0,0,0,0,0,0,0,0,0,360,-82530,2607840,0,0,0,300,484410,1054200,6540,2039630,44772840,0,0,0,890,765738,241190,0,0,0,14480,89776,1781040,0,0,0,0,0,0,2160,-159516,2032560,0,0,0
3,321,AFYONKARAHİSAR,EVCİLER,56790,-11129704,16582680,29870,-10251384,7915550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16147,35140,760,237021,5202960,10,59436,33290,70,60227,18970,0,0,0,60,372,7380,0,0,0,0,0,0,690,-50957,649290,1820,1593082,531440
72,322,BATMAN,MERKEZ,34280,-6718194,10009760,11220,-3850704,2973300,0,0,0,1920,5596723,948480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13140,1917783,2062980,90,558,11070,0,0,0,0,0,0,19610,-1448199,18453010,0,0,0
72,323,BATMAN,BEŞİRİ,37990,-7445280,11093080,7020,-2409264,1860300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19040,2778888,2989280,0,0,0,0,0,0,0,0,0,1490,-110037,1402090,0,0,0
56,324,SİİRT,MERKEZ,6910,-1354222,2017720,7420,-2546544,1966300,0,0,0,1300,3789448,642200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,1033326,1111560,670,4154,82410,0,0,0,0,0,0,600,-44310,564600,0,0,0
56,325,SİİRT,KURTALAN,144390,-28297552,42161880,21420,-7351344,5676300,0,0,0,1740,5072030,859560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81380,11877411,12776660,1040,6448,127920,0,0,0,0,0,0,16410,-1211879,15441810,0,0,0
21,326,DİYARBAKIR,YENİŞEHİR,45120,-8842618,13175040,26080,-8950656,6911200,0,0,0,30420,88673083,15027480,260,-79180,114920,0,0,0,0,0,0,260,419822,913640,0,0,0,40,237744,133160,0,0,0,870,126977,136590,1380,8556,169740,0,0,0,190,161035,148580,46960,-3467996,44189360,0,0,0
32,327,ISPARTA,ULUBORLU,2890,-566382,843880,5040,-1729728,1335600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25811,8130,0,0,0,70,434,8610,0,0,0,0,0,0,0,0,0,0,0,0
20,328,DENİZLİ,PAMUKKALE,44140,-8650557,12888880,10530,-3613896,2790450,0,0,0,13190,38448322,6515860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17208,5420,0,0,0,700,4340,86100,0,0,0,0,0,0,10340,-763609,9729940,0,0,0
56,329,SİİRT,PERVARİ,45080,-8834778,13163360,1640,-562848,434600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14595,15700,1020,6324,125460,0,0,0,0,0,0,0,0,0,0,0,0
44,330,MALATYA,DOĞANŞEHİR,44100,-8642718,12877200,17810,-6112392,4719650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,2034522,4427640,1910,595672,13075860,2200,13075920,7323800,22430,19298323,6078530,520,75894,81640,15290,94798,1880670,0,0,0,0,0,0,0,0,0,0,0,0
2,331,ADIYAMAN,GERGER,420,-82312,122640,4070,-1396824,1078550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1460,1570,90,558,11070,0,0,0,0,0,0,0,0,0,0,0,0
32,332,ISPARTA,ŞARKİKARAAĞAÇ,44020,-8627040,12853840,40010,-13731432,10602650,1010,-180487,280780,0,0,0,0,0,0,300,-68775,2173200,0,0,0,0,0,0,5010,1562469,34298460,2590,15393924,8622110,5310,4568618,1439010,70,10217,10990,4690,29078,576870,0,0,0,0,0,0,0,0,0,0,0,0
42,333,KONYA,KARATAY,495210,-97051256,144601320,290860,-99823152,77077900,1730,-309151,480940,0,0,0,0,0,0,0,0,0,1840,561752,638480,32520,52510044,114275280,90010,28071419,616208460,1060,6300216,3528740,1620,1393816,439020,0,0,0,2240,13888,275520,0,0,0,0,0,0,143190,-10574582,134741790,219170,191843884,63997640
51,334,NİĞDE,ÇİFTLİK,24100,-4723118,7037200,2240,-768768,593600,100,-17870,27800,0,0,0,0,0,0,0,0,0,0,0,0,18120,29258364,63673680,0,0,0,70,416052,233030,1470,1264759,398370,0,0,0,280,1736,34440,0,0,0,0,0,0,0,0,0,0,0,0
32,335,ISPARTA,GELENDOST,11610,-2275328,3390120,23470,-8054904,6219550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,416052,233030,580,499020,157180,130,18974,20410,3120,19344,383760,0,0,0,0,0,0,0,0,0,0,0,0
9,336,AYDIN,KUYUCAK,37590,-7366888,10976280,10490,-3600168,2779850,0,0,0,1460,4255842,721240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,223699,70460,0,0,0,0,0,0,0,0,0,0,0,0,40,-2954,37640,0,0,0
20,337,DENİZLİ,BAKLAN,2240,-438995,654080,41470,-14232504,10989550,1260,-225162,350280,0,0,0,0,0,0,240,-55020,1738560,0,0,0,0,0,0,20810,6490015,142465260,0,0,0,100,86038,27100,0,0,0,2180,13516,268140,0,0,0,0,0,0,25430,-1878006,23929630,140,122545,40880
35,338,İZMİR,SELÇUK,5100,-999498,1489200,1600,-549120,424000,0,0,0,14740,42966510,7281560,0,0,0,5670,-1299848,41073480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3890,-287277,3660490,0,0,0
9,339,AYDIN,NAZİLLİ,30660,-6008747,8952720,6540,-2244528,1733100,400,-71480,111200,41260,120271250,20382440,0,0,0,400,-91700,2897600,0,0,0,170,274499,597380,0,0,0,20,118872,66580,0,0,0,0,0,0,0,0,0,130,208286,51220,0,0,0,6720,-496272,6323520,0,0,0
21,340,DİYARBAKIR,ÇERMİK,45740,-8964125,13356080,30910,-10608312,8191150,0,0,0,1180,3439653,582920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,2258568,1265020,0,0,0,16960,2475312,2662720,9230,57226,1135290,0,0,0,1930,1635772,1509260,330,-24371,310530,720,630230,210240
42,341,KONYA,DOĞANHİSAR,65110,-12760258,19012120,23040,-7907328,6105600,570,-101859,158460,0,0,0,0,0,0,0,0,0,0,0,0,1420,2292874,4989880,2920,910660,19990320,220,1307592,732380,2040,1755175,552840,30,4379,4710,9210,57102,1132830,0,0,0,0,0,0,30,-2216,28230,10,8753,2920
35,342,İZMİR,BEYDAĞ,6800,-1332664,1985600,4390,-1506648,1163350,0,0,0,0,0,0,0,0,0,40,-9170,289760,0,0,0,2260,3649222,7941640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,343,KONYA,SELÇUKLU,189370,-37112733,55296040,220270,-75596664,58371550,7140,-1275918,1984920,0,0,0,0,0,0,0,0,0,860,262558,298420,1390,2244433,4884460,22440,6998363,153624240,170,1010412,565930,8530,7339041,2311630,0,0,0,2980,18476,366540,0,0,0,0,0,0,26100,-1927485,24560100,22520,19712206,6575840
51,344,NİĞDE,MERKEZ,285390,-55930732,83333880,61210,-21007272,16220650,21200,-3788440,5893600,0,0,0,0,0,0,4010,-919292,29048440,0,0,0,131400,212171580,461739600,1880,586316,12870480,3660,21753576,12184140,161740,139157861,43831540,0,0,0,15700,97340,1931100,0,0,0,0,0,0,0,0,0,0,0,0
68,345,AKSARAY,GÜZELYURT,21310,-4176334,6222520,19530,-6702696,5175450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12620,20377514,44346680,0,0,0,80,475488,266320,890,765738,241190,0,0,0,4120,25544,506760,0,0,0,0,0,0,0,0,0,0,0,0
32,346,ISPARTA,SENİRKENT,4030,-789799,1176760,18370,-6304584,4868050,0,0,0,0,0,0,0,0,0,170,-38973,1231480,0,0,0,30,48441,105420,7290,2273532,49907340,100,594360,332900,40,34415,10840,0,0,0,30,186,3690,0,0,0,0,0,0,0,0,0,0,0,0
20,347,DENİZLİ,ÇAL,18290,-3584474,5340680,26820,-9204624,7107300,5820,-1040034,1617960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4120,1284904,28205520,30,178308,99870,110,94642,29810,0,0,0,1890,11718,232470,0,0,0,0,0,0,27390,-2022752,25773990,1570,1374252,458440
20,348,DENİZLİ,GÜNEY,11740,-2300805,3428080,37930,-13017576,10051450,1090,-194783,303020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1842516,1031990,0,0,0,0,0,0,2130,13206,261990,0,0,0,0,0,0,80,-5908,75280,0,0,0
20,349,DENİZLİ,BULDAN,14640,-2869147,4274880,7410,-2543112,1963650,0,0,0,2830,8249337,1398020,0,0,0,80,-18340,579520,0,0,0,0,0,0,0,0,0,0,0,0,160,137661,43360,0,0,0,70,434,8610,0,0,0,0,0,0,240,-17724,225840,0,0,0
46,350,KAHRAMANMARAŞ,GÖKSUN,74490,-14598550,21751080,27610,-9475752,7316650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,4295102,9347240,2290,714182,15677340,540,3209544,1797660,7040,6057075,1907840,0,0,0,9560,59272,1175880,0,0,0,0,0,0,400,-29540,376400,0,0,0
1,351,ADANA,TUFANBEYLİ,20,-3920,5840,10,-3432,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,1230,0,0,0,0,0,0,0,0,0,0,0,0
3,352,AFYONKARAHİSAR,KIZILÖREN,7840,-1536483,2289280,17300,-5937360,4584500,1580,-282346,439240,0,0,0,0,0,0,0,0,0,0,0,0,4500,7266150,15813000,80,24950,547680,330,1961388,1098570,70,60227,18970,0,0,0,330,2046,40590,0,0,0,0,0,0,0,0,0,0,0,0
44,353,MALATYA,PÜTÜRGE,18800,-3684424,5489600,3810,-1307592,1009650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,594360,332900,200,172076,54200,330,48164,51810,620,3844,76260,0,0,0,0,0,0,920,-67942,865720,0,0,0
68,354,AKSARAY,SULTANHANI,40180,-7874476,11732560,68560,-23529792,18168400,340,-60758,94520,0,0,0,0,0,0,20,-4585,144880,60,18318,20820,30,48441,105420,59180,18456467,405146280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6280,-463778,5909480,8310,7273909,2426520
44,355,MALATYA,DOĞANYOL,1590,-311608,464280,520,-178464,137800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51623,16260,20,2919,3140,40,248,4920,0,0,0,0,0,0,90,-6647,84690,0,0,0
21,356,DİYARBAKIR,EĞİL,23370,-4580053,6824040,11380,-3905616,3015700,0,0,0,1760,5130330,869440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,178308,99870,0,0,0,4040,589638,634280,1580,9796,194340,0,0,0,0,0,0,2760,-203826,2597160,20,17506,5840
21,357,DİYARBAKIR,SUR,401930,-78770241,117363560,281240,-96521568,74528600,0,0,0,40830,119017817,20170020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97360,14209692,15285520,9090,56358,1118070,0,0,0,2080,1762904,1626560,21900,-1617315,20607900,0,0,0
21,358,DİYARBAKIR,ÇÜNGÜŞ,6710,-1315026,1959320,3390,-1163448,898350,0,0,0,0,0,0,0,0,0,160,-36680,1159040,0,0,0,0,0,0,0,0,0,190,1129284,632510,500,430190,135500,160,23352,25120,440,2728,54120,0,0,0,0,0,0,1180,-87143,1110380,0,0,0
35,359,İZMİR,TİRE,34010,-6665280,9930920,46640,-16006848,12359600,60,-10722,16680,4040,11776438,1995760,0,0,0,28790,-6600107,208554760,0,0,0,21600,34877520,75902400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16930,-1250281,15931130,0,0,0
65,360,VAN,BAHÇESARAY,29010,-5685380,8470920,1330,-456456,352450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,361,SİİRT,BAYKAN,5730,-1122965,1673160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,118872,66580,0,0,0,520,75894,81640,30,186,3690,0,0,0,0,0,0,0,0,0,0,0,0
56,362,SİİRT,ŞİRVAN,13510,-2647690,3944920,2140,-734448,567100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,363,DENİZLİ,BEKİLLİ,400,-78392,116800,7440,-2553408,1971600,90,-16083,25020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1129284,632510,0,0,0,0,0,0,3390,21018,416970,0,0,0,0,0,0,10,-739,9410,0,0,0
21,364,DİYARBAKIR,HAZRO,5340,-1046533,1559280,34290,-11768328,9086850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16130,2354174,2532410,2930,18166,360390,0,0,0,1290,1093340,1008780,60,-4431,56460,0,0,0
3,365,AFYONKARAHİSAR,DİNAR,98210,-19247196,28677320,104140,-35740848,27597100,4400,-786280,1223200,0,0,0,0,0,0,0,0,0,30,9159,10410,22040,35587988,77448560,19020,5931767,130210920,480,2852928,1597920,880,757134,238480,0,0,0,860,5332,105780,0,0,0,0,0,0,390,-28802,366990,600,525192,175200
21,366,DİYARBAKIR,KOCAKÖY,27530,-5395329,8038760,64930,-22283976,17206450,0,0,0,0,0,0,0,0,0,180,-41265,1303920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5910,862565,927870,120,744,14760,0,0,0,40,33902,31280,670,-49480,630470,0,0,0
21,367,DİYARBAKIR,ERGANİ,249560,-48908769,72871520,80000,-27456000,21200000,0,0,0,8690,25331002,4292860,470,-143134,207740,2670,-612098,19341480,0,0,0,990,1598553,3478860,760,237021,5202960,0,0,0,0,0,0,65760,9597672,10324320,58060,359972,7141380,0,0,0,1490,1262850,1165180,1700,-125545,1599700,6320,5532022,1845440
21,368,DİYARBAKIR,SİLVAN,46020,-9019000,13437840,13130,-4506216,3479450,0,0,0,60,174898,29640,0,0,0,20,-4585,144880,0,0,0,0,0,0,0,0,0,20,118872,66580,0,0,0,13520,1973244,2122640,1880,11656,231240,0,0,0,0,0,0,4820,-355957,4535620,0,0,0
44,369,MALATYA,KALE,1080,-211658,315360,270,-92664,71550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1460,1570,40,248,4920,0,0,0,0,0,0,0,0,0,0,0,0
38,370,KAYSERİ,DEVELİ,216270,-42384595,63150840,49070,-16840824,13003550,300,-53610,83400,0,0,0,0,0,0,0,0,0,0,0,0,5070,8186529,17815980,20340,6343436,139247640,0,0,0,1600,1376608,433600,0,0,0,3420,21204,420660,0,0,0,0,0,0,330,-24371,310530,0,0,0
50,371,NEVŞEHİR,DERİNKUYU,53730,-10530005,15689160,9120,-3129984,2416800,13270,-2371349,3689060,0,0,0,0,0,0,0,0,0,0,0,0,32610,52655367,114591540,0,0,0,110,653796,366190,80380,69157344,21782980,0,0,0,1030,6386,126690,0,0,0,0,0,0,0,0,0,0,0,0
45,372,MANİSA,SARIGÖL,53500,-10484930,15622000,12840,-4406688,3402600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,594360,332900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-739,9410,0,0,0
68,373,AKSARAY,GÜLAĞAÇ,55920,-10959202,16328640,44720,-15347904,11850800,1430,-255541,397540,0,0,0,0,0,0,0,0,0,0,0,0,11470,18520609,40305580,4890,1525044,33476940,110,653796,366190,14190,12208792,3845490,0,0,0,1540,9548,189420,0,0,0,0,0,0,0,0,0,0,0,0
38,374,KAYSERİ,YEŞİLHİSAR,95260,-18669055,27815920,19060,-6541392,5050900,4560,-814872,1267680,0,0,0,0,0,0,4070,-933047,29483080,0,0,0,44790,72322413,157392060,53120,16566534,363659520,0,0,0,22800,19616664,6178800,0,0,0,3670,22754,451410,0,0,0,0,0,0,2490,-183887,2343090,0,0,0
42,375,KONYA,ALTINEKİN,136840,-26817903,39957280,115870,-39766584,30705550,870,-155469,241860,0,0,0,70,-21318,30940,0,0,0,70,21371,24290,10790,17422613,37916060,115090,35893118,787906140,640,3803904,2130560,20220,17396884,5479620,10,1460,1570,3740,23188,460020,0,0,0,0,0,0,163810,-12097369,154145210,74430,65150068,21733560
44,376,MALATYA,MERKEZ,29690,-5818646,8669480,37430,-12845976,9918950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,283802,6229860,20,118872,66580,30,25811,8130,40,5838,6280,590,3658,72570,0,0,0,0,0,0,180,-13293,169380,0,0,0
13,377,BİTLİS,HİZAN,67740,-13275685,19780080,160,-54912,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,742762,1616440,0,0,0,0,0,0,6540,5626885,1772340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,378,MALATYA,YEŞİLYURT,6310,-1236634,1842520,5390,-1849848,1428350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,28068,616140,0,0,0,30,25811,8130,30,4379,4710,260,1612,31980,0,0,0,0,0,0,10,-739,9410,0,0,0
65,379,VAN,ÇATAK,24430,-4787791,7133560,30060,-10316592,7965900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,871938,1897560,0,0,0,0,0,0,0,0,0,0,0,0,990,6138,121770,0,0,0,0,0,0,0,0,0,0,0,0
44,380,MALATYA,AKÇADAĞ,35720,-7000406,10430240,23120,-7934784,6126800,1830,-327021,508740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12475,273840,90,534924,299610,20,17208,5420,160,23352,25120,830,5146,102090,0,0,0,0,0,0,0,0,0,0,0,0
35,381,İZMİR,KİRAZ,17160,-3363017,5010720,8500,-2917200,2252500,0,0,0,0,0,0,0,0,0,40,-9170,289760,0,0,0,2160,3487752,7590240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,382,İZMİR,TORBALI,18040,-3535479,5267680,6930,-2378376,1836450,7370,-1317019,2048860,50080,145981197,24739520,0,0,0,62390,-14302908,451953160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26120,-1928962,24578920,0,0,0
32,383,ISPARTA,YALVAÇ,44010,-8625080,12850920,128760,-44190432,34121400,3870,-691569,1075860,0,0,0,0,0,0,340,-77945,2462960,0,0,0,1930,3116371,6782020,0,0,0,410,2436876,1364890,4130,3553369,1119230,5390,786671,846230,38710,240002,4761330,0,0,0,0,0,0,70,-5170,65870,30,26260,8760
35,384,İZMİR,BAYINDIR,29270,-5736335,8546840,0,0,0,0,0,0,4640,13525414,2292160,0,0,0,60400,-13846700,437537600,0,0,0,7200,11625840,25300800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110,-672774,8572510,0,0,0
35,385,İZMİR,SEFERİHİSAR,3200,-627136,934400,1260,-432432,333900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,386,BATMAN,KOZLUK,19620,-3845128,5729040,5940,-2038608,1574100,0,0,0,110,320646,54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460,796887,857220,40,248,4920,0,0,0,0,0,0,610,-45049,574010,0,0,0
21,387,DİYARBAKIR,DİCLE,6310,-1236634,1842520,17100,-5868720,4531500,0,0,0,0,0,0,0,0,0,30,-6877,217320,0,0,0,0,0,0,0,0,0,0,0,0,80,68830,21680,1520,221844,238640,890,5518,109470,0,0,0,0,0,0,0,0,0,0,0,0
35,388,İZMİR,MENDERES,62100,-12170358,18133200,14690,-5041608,3892850,1320,-235884,366960,2910,8482534,1437540,0,0,0,6270,-1437398,45419880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13580,-1002883,12778780,0,0,0
23,389,ELAZIĞ,SİVRİCE,23740,-4652565,6932080,6460,-2217072,1711900,0,0,0,0,0,0,0,0,0,40,-9170,289760,0,0,0,20,32294,70280,100,31187,684600,20,118872,66580,730,628077,197830,80,11676,12560,320,1984,39360,0,0,0,0,0,0,0,0,0,0,0,0
20,390,DENİZLİ,ÇİVRİL,12340,-2418393,3603280,111930,-38414376,29661450,730,-130451,202940,0,0,0,0,0,0,7510,-1721668,54402440,0,0,0,0,0,0,46520,14508192,318475920,0,0,0,330,283925,89430,0,0,0,6030,37386,741690,0,0,0,0,0,0,90610,-6691549,85264010,600,525192,175200
42,391,KONYA,AKŞEHİR,113570,-22257449,33162440,53560,-18381792,14193400,2700,-482490,750600,0,0,0,0,0,0,70,-16048,507080,0,0,0,100,161470,351400,9960,3106225,68186160,40,237744,133160,30,25811,8130,0,0,0,1500,9300,184500,0,0,0,0,0,0,420,-31017,395220,30,26260,8760
64,392,UŞAK,KARAHALLI,7720,-1512966,2254240,33100,-11359920,8771500,880,-157256,244640,0,0,0,0,0,0,0,0,0,430,131279,149210,0,0,0,0,0,0,190,1129284,632510,0,0,0,0,0,0,7910,49042,972930,0,0,0,0,0,0,0,0,0,30,26260,8760
46,393,KAHRAMANMARAŞ,AFŞİN,198410,-38884392,57935720,107720,-36969504,28545800,110,-19657,30580,0,0,0,0,0,0,2910,-667117,21080040,0,0,0,7580,12239426,26636120,21180,6605407,144998280,110,653796,366190,6410,5515036,1737110,30,4379,4710,20980,130076,2580540,0,0,0,0,0,0,13700,-1011745,12891700,210,183817,61320
46,394,KAHRAMANMARAŞ,ELBİSTAN,79690,-15617646,23269480,201820,-69264624,53482300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,4957129,10787980,38590,12035063,264187140,1840,10936224,6125360,1220,1049664,330620,0,0,0,23680,146816,2912640,0,0,0,0,0,0,74000,-5464900,69634000,0,0,0
38,395,KAYSERİ,TOMARZA,164380,-32215192,47998960,90890,-31193448,24085850,620,-110794,172360,0,0,0,0,0,0,0,0,0,0,0,0,38730,62537331,136097220,3210,1001103,21975660,0,0,0,1330,1144305,360430,0,0,0,6170,38254,758910,0,0,0,0,0,0,0,0,0,0,0,0
35,396,İZMİR,ÖDEMİŞ,6120,-1199398,1787040,13740,-4715568,3641100,0,0,0,0,0,0,0,0,0,1700,-389725,12314800,0,0,0,187130,302158811,657574820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,397,İZMİR,GAZİEMİR,5000,-979900,1460000,570,-195624,151050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,398,KONYA,ILGIN,153210,-30026096,44737320,156110,-53576952,41369150,15220,-2719814,4231160,0,0,0,110,-33499,48620,0,0,0,0,0,0,1160,1873052,4076240,38020,11857297,260284920,60,356616,199740,1580,1359400,428180,0,0,0,29200,181040,3591600,0,0,0,0,0,0,7320,-540582,6888120,22480,19677194,6564160
35,399,İZMİR,GÜZELBAHÇE,130,-25477,37960,110,-37752,29150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-1477,18820,0,0,0
35,401,İZMİR,BUCA,5440,-1066131,1588480,620,-212784,164300,0,0,0,0,0,0,0,0,0,1690,-387432,12242360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,-318294,4055710,0,0,0
35,402,İZMİR,KARABAĞLAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,404,İZMİR,NARLIDERE,40,-7839,11680,90,-30888,23850,0,0,0,0,0,0,0,0,0,10,-2293,72440,0,0,0,1220,1969934,4287080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,405,İZMİR,BALÇOVA,0,0,0,1990,-682968,527350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,406,ELAZIĞ,MADEN,27490,-5387490,8027080,6380,-2189616,1690700,0,0,0,0,0,0,0,0,0,210,-48142,1521240,0,0,0,100,161470,351400,370,115392,2533020,30,178308,99870,4690,4035182,1270990,70,10217,10990,340,2108,41820,0,0,0,0,0,0,0,0,0,0,0,0
23,407,ELAZIĞ,ALACAKAYA,1690,-331206,493480,280,-96096,74200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,408,DİYARBAKIR,HANİ,490,-96030,143080,27690,-9503208,7337850,0,0,0,0,0,0,0,0,0,180,-41265,1303920,0,0,0,0,0,0,0,0,0,900,5349240,2996100,0,0,0,3340,487473,524380,1720,10664,211560,0,0,0,0,0,0,130,-9601,122330,0,0,0
50,409,NEVŞEHİR,ACIGÖL,88510,-17346190,25844920,20570,-7059624,5451050,2980,-532526,828440,0,0,0,0,0,0,0,0,0,0,0,0,8560,13821832,30079840,0,0,0,110,653796,366190,3940,3389897,1067740,0,0,0,10040,62248,1234920,0,0,0,0,0,0,0,0,0,0,0,0
38,410,KAYSERİ,HACILAR,1960,-384121,572320,470,-161304,124550,120,-21444,33360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,475488,266320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
