CityId,TARGET_FID,FieldId,CityName,DistrictName,CropName,Coef,FieldArea,VarName,VarValue,Utility
71,624,5871,KIRIKKALE,BAHŞİLİ,Canola,9.38,19.1,x13,1.0,179.15800000000002
71,624,5872,KIRIKKALE,BAHŞİLİ,Onion,5.65,6.22,x31,1.0,35.143
71,624,5873,KIRIKKALE,BAHŞİLİ,Soybean,9.87,13.49,x42,1.0,133.1463
71,624,5874,KIRIKKALE,BAHŞİLİ,Oat,8.35,20.88,x61,1.0,174.34799999999998
71,624,5875,KIRIKKALE,BAHŞİLİ,Lentil,8.71,11.77,x72,1.0,102.5167
71,624,5876,KIRIKKALE,BAHŞİLİ,Onion,6.41,15.39,x99,1.0,98.6499
71,624,5877,KIRIKKALE,BAHŞİLİ,Peanut,8.21,22.33,x111,1.0,183.32930000000002
71,624,5878,KIRIKKALE,BAHŞİLİ,Onion,9.81,19.55,x133,1.0,191.7855
71,624,5879,KIRIKKALE,BAHŞİLİ,Onion,6.04,11.85,x150,1.0,71.574
71,624,5880,KIRIKKALE,BAHŞİLİ,Oat,7.64,11.75,x163,1.0,89.77
71,670,5881,KIRIKKALE,BALIŞEYH,Peanut,6.16,4.56,x179,1.0,28.089599999999997
71,670,5882,KIRIKKALE,BALIŞEYH,Wheat,4.99,6.04,x187,1.0,30.1396
71,670,5883,KIRIKKALE,BALIŞEYH,Soybean,9.55,10.81,x212,1.0,103.23550000000002
71,670,5884,KIRIKKALE,BALIŞEYH,Tomato,10.58,1.25,x237,1.0,13.225
71,670,5885,KIRIKKALE,BALIŞEYH,Barley,6.13,8.75,x239,1.0,53.637499999999996
71,670,5886,KIRIKKALE,BALIŞEYH,Chickpea,5.49,4.66,x260,1.0,25.5834
71,670,5887,KIRIKKALE,BALIŞEYH,Canola,5.37,14.82,x285,1.0,79.5834
71,670,5888,KIRIKKALE,BALIŞEYH,Barley,7.9,10.58,x290,1.0,83.58200000000001
71,670,5889,KIRIKKALE,BALIŞEYH,Barley,10.16,7.51,x307,1.0,76.3016
71,670,5890,KIRIKKALE,BALIŞEYH,Rice,7.34,31.65,x326,1.0,232.31099999999998
71,578,5891,KIRIKKALE,ÇELEBİ,Rice,10.16,0.7,x343,1.0,7.111999999999999
71,578,5892,KIRIKKALE,ÇELEBİ,Rice,7.37,25.66,x360,1.0,189.1142
71,578,5893,KIRIKKALE,ÇELEBİ,Cotton,9.57,21.91,x380,1.0,209.67870000000002
71,578,5894,KIRIKKALE,ÇELEBİ,Corn,9.26,8.73,x403,1.0,80.8398
71,578,5895,KIRIKKALE,ÇELEBİ,Bean,8.3,11.05,x423,1.0,91.71500000000002
71,578,5896,KIRIKKALE,ÇELEBİ,Peanut,8.73,16.86,x434,1.0,147.1878
71,578,5897,KIRIKKALE,ÇELEBİ,Lentil,7.31,26.33,x446,1.0,192.4723
71,578,5898,KIRIKKALE,ÇELEBİ,Tomato,5.51,3.61,x475,1.0,19.891099999999998
71,578,5899,KIRIKKALE,ÇELEBİ,Sunflower,5.73,17.13,x478,1.0,98.1549
71,578,5900,KIRIKKALE,ÇELEBİ,Soybean,7.7,13.59,x501,1.0,104.643
71,690,5901,KIRIKKALE,DELİCE,Peanut,7.74,28.96,x519,1.0,224.15040000000002
71,690,5902,KIRIKKALE,DELİCE,Barley,7.57,40.59,x528,1.0,307.26630000000006
71,690,5903,KIRIKKALE,DELİCE,Chickpea,12.43,4.99,x549,1.0,62.0257
71,690,5904,KIRIKKALE,DELİCE,Sugarbeet,7.78,10.56,x568,1.0,82.1568
71,690,5905,KIRIKKALE,DELİCE,Potato,6.82,18.96,x589,1.0,129.30720000000002
71,690,5906,KIRIKKALE,DELİCE,Peanut,10.09,14.69,x604,1.0,148.22209999999998
71,690,5907,KIRIKKALE,DELİCE,Chickpea,7.32,3.44,x617,1.0,25.1808
71,690,5908,KIRIKKALE,DELİCE,Barley,6.07,12.87,x630,1.0,78.1209
71,690,5909,KIRIKKALE,DELİCE,Barley,5.32,39.51,x647,1.0,210.1932
71,690,5910,KIRIKKALE,DELİCE,Lentil,5.75,27.93,x667,1.0,160.5975
71,594,5911,KIRIKKALE,KARAKEÇİLİ,Chickpea,7.52,11.74,x685,1.0,88.28479999999999
71,594,5912,KIRIKKALE,KARAKEÇİLİ,Wheat,5.76,6.95,x697,1.0,40.032
71,594,5913,KIRIKKALE,KARAKEÇİLİ,Oat,7.82,26.62,x724,1.0,208.16840000000002
71,594,5914,KIRIKKALE,KARAKEÇİLİ,Canola,6.27,13.69,x744,1.0,85.8363
71,594,5915,KIRIKKALE,KARAKEÇİLİ,Bean,9.92,14.23,x763,1.0,141.1616
71,594,5916,KIRIKKALE,KARAKEÇİLİ,Wheat,7.28,10.6,x765,1.0,77.168
71,594,5917,KIRIKKALE,KARAKEÇİLİ,Cotton,6.85,21.87,x788,1.0,149.80949999999999
71,594,5918,KIRIKKALE,KARAKEÇİLİ,Bean,8.77,8.46,x814,1.0,74.19420000000001
71,594,5919,KIRIKKALE,KARAKEÇİLİ,Sugarbeet,9.75,25.73,x823,1.0,250.8675
71,594,5920,KIRIKKALE,KARAKEÇİLİ,Onion,6.58,14.67,x847,1.0,96.5286
71,622,5921,KIRIKKALE,KESKİN,Chickpea,9.03,0.69,x855,1.0,6.230699999999999
71,622,5922,KIRIKKALE,KESKİN,Corn,6.09,4.08,x879,1.0,24.8472
71,622,5923,KIRIKKALE,KESKİN,Peanut,7.65,7.4,x893,1.0,56.61000000000001
71,622,5924,KIRIKKALE,KESKİN,Rice,6.99,9.6,x904,1.0,67.104
71,622,5925,KIRIKKALE,KESKİN,Wheat,4.85,25.69,x918,1.0,124.59649999999999
71,622,5926,KIRIKKALE,KESKİN,Cotton,7.76,6.1,x941,1.0,47.336
71,622,5927,KIRIKKALE,KESKİN,Chickpea,6.39,21.31,x957,1.0,136.1709
71,622,5928,KIRIKKALE,KESKİN,Soybean,4.44,18.88,x977,1.0,83.8272
71,622,5929,KIRIKKALE,KESKİN,Cotton,9.08,37.86,x992,1.0,343.7688
71,622,5930,KIRIKKALE,KESKİN,Sugarbeet,8.99,12.3,x1010,1.0,110.57700000000001
71,662,5931,KIRIKKALE,MERKEZ,Oat,5.4,8.47,x1030,1.0,45.73800000000001
71,662,5932,KIRIKKALE,MERKEZ,Canola,6.12,11.25,x1050,1.0,68.85
71,662,5933,KIRIKKALE,MERKEZ,Lentil,5.22,4.0,x1058,1.0,20.88
71,662,5934,KIRIKKALE,MERKEZ,Peanut,9.49,9.44,x1080,1.0,89.5856
71,662,5935,KIRIKKALE,MERKEZ,Chickpea,10.98,16.8,x1093,1.0,184.46400000000003
71,662,5936,KIRIKKALE,MERKEZ,Bean,5.9,1.0,x1120,1.0,5.9
71,662,5937,KIRIKKALE,MERKEZ,Sunflower,7.94,22.15,x1124,1.0,175.871
71,662,5938,KIRIKKALE,MERKEZ,Oat,6.17,32.51,x1149,1.0,200.58669999999998
71,662,5939,KIRIKKALE,MERKEZ,Wheat,6.78,14.38,x1156,1.0,97.49640000000001
71,662,5940,KIRIKKALE,MERKEZ,Sugarbeet,8.78,18.54,x1180,1.0,162.78119999999998
71,718,5941,KIRIKKALE,SULAKYURT,Peanut,10.76,21.66,x1199,1.0,233.0616
71,718,5942,KIRIKKALE,SULAKYURT,Cotton,8.21,22.96,x1213,1.0,188.50160000000002
71,718,5943,KIRIKKALE,SULAKYURT,Lentil,5.15,24.51,x1228,1.0,126.22650000000002
71,718,5944,KIRIKKALE,SULAKYURT,Peanut,7.25,13.5,x1250,1.0,97.875
71,718,5945,KIRIKKALE,SULAKYURT,Chickpea,6.62,23.61,x1263,1.0,156.2982
71,718,5946,KIRIKKALE,SULAKYURT,Corn,10.03,4.0,x1287,1.0,40.12
71,718,5947,KIRIKKALE,SULAKYURT,Cotton,4.23,26.35,x1298,1.0,111.46050000000001
71,718,5948,KIRIKKALE,SULAKYURT,Sugarbeet,5.45,27.22,x1316,1.0,148.349
71,718,5949,KIRIKKALE,SULAKYURT,Oat,5.96,10.58,x1336,1.0,63.0568
71,718,5950,KIRIKKALE,SULAKYURT,Rice,9.44,13.72,x1346,1.0,129.5168
71,654,5951,KIRIKKALE,YAHŞİHAN,Rice,8.78,18.59,x1363,1.0,163.22019999999998
71,654,5952,KIRIKKALE,YAHŞİHAN,Corn,9.79,33.36,x1389,1.0,326.59439999999995
71,654,5953,KIRIKKALE,YAHŞİHAN,Soybean,6.32,20.15,x1402,1.0,127.348
71,654,5954,KIRIKKALE,YAHŞİHAN,Rice,9.73,4.12,x1414,1.0,40.0876
71,654,5955,KIRIKKALE,YAHŞİHAN,Onion,4.1,14.6,x1442,1.0,59.85999999999999
71,654,5956,KIRIKKALE,YAHŞİHAN,Peanut,6.94,7.52,x1454,1.0,52.1888
71,654,5957,KIRIKKALE,YAHŞİHAN,Onion,6.57,13.83,x1476,1.0,90.8631
71,654,5958,KIRIKKALE,YAHŞİHAN,Sunflower,6.5,35.66,x1481,1.0,231.78999999999996
71,654,5959,KIRIKKALE,YAHŞİHAN,Oat,8.41,40.98,x1506,1.0,344.6418
71,654,5960,KIRIKKALE,YAHŞİHAN,Soybean,8.34,14.13,x1521,1.0,117.8442
