CityId,TARGET_FID,FieldId,CityName,DistrictName,CropName,Coef,FieldArea,VarName,VarValue,Utility
27,183,3791,GAZİANTEP,ARABAN,Wheat,5.66,24.42,x0,1.0,138.21720000000002
27,183,3792,GAZİANTEP,ARABAN,Cotton,8.62,12.88,x23,1.0,111.0256
27,183,3793,GAZİANTEP,ARABAN,Rice,8.97,26.01,x37,1.0,233.30970000000002
27,183,3794,GAZİANTEP,ARABAN,Chickpea,5.06,21.71,x56,1.0,109.8526
27,183,3795,GAZİANTEP,ARABAN,Sugarbeet,8.35,13.18,x75,1.0,110.053
27,183,3796,GAZİANTEP,ARABAN,Chickpea,8.96,10.97,x90,1.0,98.29120000000002
27,183,3797,GAZİANTEP,ARABAN,Rice,5.3,13.13,x105,1.0,69.589
27,183,3798,GAZİANTEP,ARABAN,Sunflower,6.75,9.37,x121,1.0,63.247499999999995
27,183,3799,GAZİANTEP,ARABAN,Chickpea,6.17,13.43,x141,1.0,82.8631
27,183,3800,GAZİANTEP,ARABAN,Potato,5.87,13.23,x164,1.0,77.6601
27,114,3801,GAZİANTEP,İSLAHİYE,Sunflower,6.07,19.45,x172,1.0,118.0615
27,114,3802,GAZİANTEP,İSLAHİYE,Tomato,8.59,20.65,x203,1.0,177.3835
27,114,3803,GAZİANTEP,İSLAHİYE,Wheat,6.75,34.27,x204,1.0,231.32250000000002
27,114,3804,GAZİANTEP,İSLAHİYE,Chickpea,6.71,16.98,x226,1.0,113.9358
27,114,3805,GAZİANTEP,İSLAHİYE,Soybean,10.87,8.18,x246,1.0,88.91659999999999
27,114,3806,GAZİANTEP,İSLAHİYE,Sugarbeet,6.29,13.47,x262,1.0,84.72630000000001
27,114,3807,GAZİANTEP,İSLAHİYE,Peanut,6.26,11.88,x281,1.0,74.36880000000001
27,114,3808,GAZİANTEP,İSLAHİYE,Corn,6.91,2.0,x301,1.0,13.82
27,114,3809,GAZİANTEP,İSLAHİYE,Lentil,7.11,4.0,x310,1.0,28.44
27,114,3810,GAZİANTEP,İSLAHİYE,Potato,8.32,11.21,x334,1.0,93.26720000000002
27,89,3811,GAZİANTEP,KARKAMIŞ,Wheat,7.24,30.09,x340,1.0,217.85160000000002
27,89,3812,GAZİANTEP,KARKAMIŞ,Peanut,6.32,4.0,x366,1.0,25.28
27,89,3813,GAZİANTEP,KARKAMIŞ,Potato,9.26,1.0,x385,1.0,9.26
27,89,3814,GAZİANTEP,KARKAMIŞ,Corn,5.23,6.52,x403,1.0,34.0996
27,89,3815,GAZİANTEP,KARKAMIŞ,Canola,4.51,8.32,x421,1.0,37.5232
27,89,3816,GAZİANTEP,KARKAMIŞ,Soybean,5.81,15.87,x433,1.0,92.20469999999999
27,89,3817,GAZİANTEP,KARKAMIŞ,Oat,8.65,4.86,x452,1.0,42.039
27,89,3818,GAZİANTEP,KARKAMIŞ,Cotton,6.85,5.6,x465,1.0,38.35999999999999
27,89,3819,GAZİANTEP,KARKAMIŞ,Barley,7.65,15.36,x477,1.0,117.504
27,89,3820,GAZİANTEP,KARKAMIŞ,Barley,7.21,14.49,x494,1.0,104.4729
27,150,3821,GAZİANTEP,MERKEZ,Onion,7.12,14.4,x524,1.0,102.528
27,150,3822,GAZİANTEP,MERKEZ,Corn,7.45,15.05,x539,1.0,112.1225
27,150,3823,GAZİANTEP,MERKEZ,Soybean,10.23,11.52,x552,1.0,117.8496
27,150,3824,GAZİANTEP,MERKEZ,Lentil,5.51,18.07,x565,1.0,99.56569999999999
27,150,3825,GAZİANTEP,MERKEZ,Sugarbeet,6.8,7.08,x585,1.0,48.144
27,150,3826,GAZİANTEP,MERKEZ,Corn,12.76,23.18,x607,1.0,295.7768
27,150,3827,GAZİANTEP,MERKEZ,Oat,8.07,4.0,x622,1.0,32.28
27,150,3828,GAZİANTEP,MERKEZ,Oat,7.04,7.43,x639,1.0,52.3072
27,150,3829,GAZİANTEP,MERKEZ,Bean,7.03,5.7,x661,1.0,40.071000000000005
27,150,3830,GAZİANTEP,MERKEZ,Tomato,6.5,7.22,x679,1.0,46.93
27,137,3831,GAZİANTEP,NİZİP,Soybean,9.85,18.7,x688,1.0,184.195
27,137,3832,GAZİANTEP,NİZİP,Rice,5.11,13.64,x700,1.0,69.7004
27,137,3833,GAZİANTEP,NİZİP,Chickpea,8.31,12.15,x719,1.0,100.96650000000001
27,137,3834,GAZİANTEP,NİZİP,Potato,7.07,23.77,x742,1.0,168.0539
27,137,3835,GAZİANTEP,NİZİP,Lentil,6.71,23.52,x752,1.0,157.8192
27,137,3836,GAZİANTEP,NİZİP,Tomato,6.9,18.03,x781,1.0,124.40700000000001
27,137,3837,GAZİANTEP,NİZİP,Sugarbeet,5.41,9.21,x789,1.0,49.826100000000004
27,137,3838,GAZİANTEP,NİZİP,Canola,4.51,19.6,x812,1.0,88.396
27,137,3839,GAZİANTEP,NİZİP,Lentil,8.08,14.36,x820,1.0,116.02879999999999
27,137,3840,GAZİANTEP,NİZİP,Barley,7.46,18.12,x834,1.0,135.17520000000002
27,142,3841,GAZİANTEP,NURDAĞI,Oat,6.79,28.03,x860,1.0,190.3237
27,142,3842,GAZİANTEP,NURDAĞI,Chickpea,8.5,26.33,x872,1.0,223.80499999999998
27,142,3843,GAZİANTEP,NURDAĞI,Corn,8.35,24.27,x896,1.0,202.65449999999998
27,142,3844,GAZİANTEP,NURDAĞI,Barley,7.57,2.8,x902,1.0,21.195999999999998
27,142,3845,GAZİANTEP,NURDAĞI,Corn,6.7,12.21,x930,1.0,81.807
27,142,3846,GAZİANTEP,NURDAĞI,Barley,4.69,12.72,x936,1.0,59.65680000000001
27,142,3847,GAZİANTEP,NURDAĞI,Wheat,3.07,0.57,x952,1.0,1.7498999999999998
27,142,3848,GAZİANTEP,NURDAĞI,Oat,8.05,20.22,x979,1.0,162.77100000000002
27,142,3849,GAZİANTEP,NURDAĞI,Oat,8.47,12.62,x996,1.0,106.8914
27,142,3850,GAZİANTEP,NURDAĞI,Sunflower,7.59,0.37,x1005,1.0,2.8083
27,103,3851,GAZİANTEP,OĞUZELİ,Sunflower,8.44,20.48,x1022,1.0,172.8512
27,103,3852,GAZİANTEP,OĞUZELİ,Corn,8.64,7.32,x1049,1.0,63.244800000000005
27,103,3853,GAZİANTEP,OĞUZELİ,Rice,6.23,11.1,x1057,1.0,69.153
27,103,3854,GAZİANTEP,OĞUZELİ,Onion,8.36,33.9,x1085,1.0,283.404
27,103,3855,GAZİANTEP,OĞUZELİ,Lentil,8.75,12.96,x1092,1.0,113.4
27,103,3856,GAZİANTEP,OĞUZELİ,Chickpea,8.04,10.58,x1110,1.0,85.0632
27,103,3857,GAZİANTEP,OĞUZELİ,Rice,7.06,14.91,x1125,1.0,105.2646
27,103,3858,GAZİANTEP,OĞUZELİ,Chickpea,5.9,4.0,x1144,1.0,23.6
27,103,3859,GAZİANTEP,OĞUZELİ,Chickpea,5.49,11.26,x1161,1.0,61.8174
27,103,3860,GAZİANTEP,OĞUZELİ,Sugarbeet,7.07,18.94,x1180,1.0,133.90580000000003
27,110,3861,GAZİANTEP,ŞAHİNBEY,Rice,8.82,11.09,x1193,1.0,97.8138
27,110,3862,GAZİANTEP,ŞAHİNBEY,Barley,6.56,29.64,x1208,1.0,194.4384
27,110,3863,GAZİANTEP,ŞAHİNBEY,Soybean,8.07,3.36,x1232,1.0,27.1152
27,110,3864,GAZİANTEP,ŞAHİNBEY,Barley,5.67,10.03,x1242,1.0,56.870099999999994
27,110,3865,GAZİANTEP,ŞAHİNBEY,Sugarbeet,5.34,16.95,x1265,1.0,90.51299999999999
27,110,3866,GAZİANTEP,ŞAHİNBEY,Onion,8.75,10.79,x1289,1.0,94.4125
27,110,3867,GAZİANTEP,ŞAHİNBEY,Wheat,7.63,35.04,x1292,1.0,267.35519999999997
27,110,3868,GAZİANTEP,ŞAHİNBEY,Oat,4.56,12.7,x1319,1.0,57.91199999999999
27,110,3869,GAZİANTEP,ŞAHİNBEY,Barley,8.96,22.14,x1327,1.0,198.37440000000004
27,110,3870,GAZİANTEP,ŞAHİNBEY,Onion,4.71,20.4,x1357,1.0,96.08399999999999
27,161,3871,GAZİANTEP,YAVUZELİ,Onion,11.33,21.17,x1374,1.0,239.85610000000003
27,161,3872,GAZİANTEP,YAVUZELİ,Canola,7.09,15.75,x1390,1.0,111.6675
